#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2024-06-19T10:09:25 [V7.33.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-06-19T10:09:25	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-order=I&-out.src=J/ApJS/194/45/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/194/45/catalog&-out=z&-out=logLbol&-out=FIRST&-out=F6cm&-out=logL5100&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21940045
#Name: J/ApJS/194/45
#Title: QSO properties from SDSS-DR7 (Shen+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/apjs/194/45	    IVOID of underlying data collection
#INFO	creator=Shen Y.	    First author or institution
#INFO	cites=bibcode:2011ApJS..194...45S	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/194/45	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21940045	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_194_45_catalog:
#Name: J/ApJS/194/45/catalog
#Title: Catalog of quasar properties from SDSS DR7
#Column	z	(F9.6)	SDSS-DR7 redshift (Cat. VII/260)	[ucd=src.redshift]
#Column	logLbol	(F6.3)	? Bolometric luminosity (2)	[ucd=phys.luminosity]
#Column	FIRST	(I2)	[-1/2] FIRST (Cat. VIII/90) radio flag (4)	[ucd=meta.note]
#Column	F6cm	(E10.3)	? Observed radio flux density at rest-frame 6cm	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	logL5100	(F6.3)	? Monochromatic luminosity at 5100{AA}	[ucd=phys.luminosity]
z|logLbol|FIRST|F6cm|logL5100
 1.627000|46.363| 0|          |
 2.032800|46.271| 0|          |
 1.689100|46.721| 0|          |
 0.208900|45.066| 0|          |44.100
 1.563100|46.483| 0|          |
 1.346100|45.674| 0|          |
 2.180100|46.557| 0|          |
 3.605300|46.812| 0|          |
 1.376000|46.732| 0|          |
 4.158600|46.817| 0|          |
 2.352100|47.218| 0|          |
 4.269900|46.947| 0|          |
 1.052100|46.175| 0|          |
 3.578500|46.625| 0|          |
 0.644800|45.646| 0|          |44.679
 0.641500|45.480| 2| 1.105e+01|44.513
 1.881500|46.965| 1| 7.293e+02|
 1.260300|45.808| 0|          |
 3.195600|46.766| 1| 7.570e-01|
 0.345400|45.083| 0|          |44.117
 1.262400|45.388| 0|          |
 1.355100|45.913| 0|          |
 1.878000|46.892| 0|          |
 1.537200|46.551| 0|          |
 0.530600|46.812| 1| 8.326e+02|45.845
 1.405100|46.167| 1| 3.927e+00|
 2.462500|47.026| 0|          |
 1.650700|45.430| 0|          |
 2.015400|46.583| 0|          |
 1.960000|47.333| 0|          |
 3.213200|46.684| 0|          |
 2.266900|47.397| 0|          |
 1.802300|46.830| 0|          |
 0.745800|45.419| 0|          |44.518
 0.346000|45.860| 0|          |44.893
 0.504900|45.424| 0|          |44.457
 0.804500|45.339| 0|          |44.669
 2.223900|46.858| 0|          |
 3.562000|47.056| 0|          |
 2.342000|46.331| 0|          |
 1.357800|46.576| 0|          |
 0.987000|46.244| 0|          |
 1.034700|46.115| 0|          |
 3.202800|46.807| 0|          |
 1.402600|45.860| 0|          |
 1.870000|46.921| 0|          |
 2.652400|47.297| 0|          |
 1.136100|45.332| 0|          |
 2.370000|47.205| 0|          |
 0.980100|46.033| 0|          |
 3.224200|46.563| 0|          |
 1.869100|46.978| 0|          |
 0.337700|45.106| 0|          |44.140
 0.491200|46.191| 1| 9.712e-01|45.224
 1.434700|46.409| 0|          |
 0.846700|45.022| 0|          |43.775
 0.734100|45.816| 0|          |44.889
 3.006300|46.947| 0|          |
 1.711100|46.502| 0|          |
 2.278700|45.943| 0|          |
 0.418100|45.498| 0|          |44.532
 3.679900|47.042| 0|          |
 1.820700|46.498| 0|          |
 1.887100|46.377| 0|          |
 1.888600|46.499| 0|          |
 2.941600|46.803| 0|          |
 0.701600|45.824| 0|          |44.834
 1.486100|46.273| 0|          |
 1.709100|46.610| 0|          |
 2.366500|47.014| 0|          |
 1.033800|46.602| 0|          |
 2.484000|46.857| 0|          |
 0.947800|46.427| 0|          |
 0.765200|45.479| 0|          |44.475
 0.695500|45.581| 0|          |44.614
 0.973000|45.736| 1| 2.879e+00|
 1.010300|46.115| 0|          |
 0.394400|45.444| 0|          |44.477
 1.590600|45.442| 0|          |
 1.586200|46.595| 0|          |
 0.687100|44.959| 0|          |43.992
 2.037200|46.858| 0|          |
 1.539200|45.915| 0|          |
 2.386900|46.697| 0|          |
 1.581400|46.674| 0|          |
 1.092000|46.114| 0|          |
 1.891500|46.525| 0|          |
 1.601500|46.150| 1| 1.061e+02|
 1.513100|45.707| 0|          |
 2.066600|47.257| 0|          |
 1.639700|46.444| 0|          |
 3.381800|47.676| 0|          |
 2.091100|46.770| 0|          |
 0.925200|45.876| 0|          |
 1.325300|46.467| 0|          |
 0.922800|46.164| 0|          |
 1.978200|46.103| 0|          |
 0.999100|46.485| 0|          |
 0.731500|46.205| 1| 6.208e+00|45.174
 1.338800|45.492| 0|          |
 0.736200|45.663| 0|          |44.691
 2.924000|46.345| 0|          |
 1.336600|45.902| 0|          |
 1.555300|45.706| 0|          |
 2.551300|47.453| 0|          |
 2.463900|47.576| 0|          |
 1.842600|46.471| 0|          |
 1.527300|46.379| 0|          |
 2.303300|46.940| 0|          |
 1.149900|46.367| 0|          |
 1.828600|46.140| 0|          |
 1.297300|45.311| 0|          |
 0.781200|46.056| 0|          |45.066
 2.198900|46.909| 0|          |
 0.320700|      | 0|          |
 0.741900|45.423| 0|          |44.500
 1.288200|47.136|-1|          |
 1.232000|46.424| 0|          |
 0.919800|46.016| 0|          |
 1.548900|45.685| 0|          |
 2.231800|46.291| 0|          |
 1.542800|46.492| 0|          |
 1.167800|45.207| 0|          |
 1.272500|46.356| 0|          |
 0.363000|45.285| 0|          |44.318
 1.103300|46.257| 0|          |
 2.125200|46.735| 0|          |
 1.388300|45.630| 0|          |
 1.123800|46.310| 0|          |
 2.065900|46.570| 0|          |
 0.391500|45.723| 0|          |44.756
 0.599100|46.287| 1| 2.128e+00|45.321
 1.160700|46.725| 0|          |
 1.407300|46.210| 0|          |
 3.297700|47.824| 0|          |
 2.061500|46.829| 2| 1.740e+01|
 1.033000|46.151| 0|          |
 1.846700|46.183| 0|          |
 1.546300|45.624| 0|          |
 1.374000|46.489| 0|          |
 2.214300|46.467| 0|          |
 3.350700|46.749| 0|          |
 0.275700|45.025| 0|          |44.059
 1.382000|45.550| 0|          |
 0.819700|44.881| 0|          |44.354
 1.792400|46.639| 0|          |
 1.715900|46.496| 0|          |
 0.664100|45.756| 2| 6.234e+01|44.789
 2.081400|46.614| 0|          |
 1.191200|46.683| 0|          |
 1.776100|46.159| 0|          |
 1.451000|46.442| 0|          |
 1.552500|46.040| 0|          |
 2.855200|47.135| 0|          |
 0.878600|46.240| 0|          |44.849
 2.082400|45.434| 0|          |
 1.024100|45.503| 0|          |
 2.112600|47.093| 0|          |
 1.505100|46.366| 0|          |
 1.123200|46.165|-1|          |
 0.347800|45.488| 0|          |44.521
 2.677500|47.467| 0|          |
 2.455700|47.027| 0|          |
 1.792600|46.049| 0|          |
 0.251700|45.124| 0|          |44.158
 2.074200|46.786| 2| 1.768e+02|
 1.238400|46.284| 0|          |
 1.648900|46.605| 0|          |
 1.057300|45.379| 0|          |
 2.091700|46.086| 0|          |
 0.459100|45.269| 0|          |44.303
 2.492800|46.811| 0|          |
 1.364000|45.867| 1| 2.271e+00|
 2.180100|46.793| 0|          |
 1.797300|45.744| 0|          |
 0.880700|46.089| 0|          |44.829
 1.716700|46.456| 0|          |
 1.420000|46.399| 0|          |
 4.056000|47.986| 0|          |
 0.345400|45.091| 0|          |44.124
 1.781400|46.860| 0|          |
 1.643000|45.654| 0|          |
 1.674500|46.183| 0|          |
 0.922200|45.992| 0|          |
 0.899000|46.001| 0|          |
 0.495700|44.933| 0|          |43.966
 4.018800|46.979| 0|          |
 1.039700|45.717| 0|          |
 1.788800|45.776| 0|          |
 0.757800|46.354| 0|          |45.435
 1.339200|45.415| 0|          |
 0.553300|45.596| 0|          |44.629
 0.570200|44.937| 0|          |43.970
 2.105900|47.109| 0|          |
 0.474900|45.517| 0|          |44.550
 0.997000|46.531| 1| 3.672e+01|
 2.167500|46.895| 0|          |
 1.384500|45.472| 0|          |
 3.275100|46.934| 0|          |
 1.317600|46.429| 2| 4.663e+01|
 0.878000|45.475| 0|          |44.414
 1.556300|46.554| 0|          |
 1.501200|47.016| 0|          |
 0.483900|45.704| 0|          |44.738
 0.424100|45.216| 0|          |44.250
 3.749600|46.885| 0|          |
 2.120200|45.799| 0|          |
 1.472600|46.285| 0|          |
 2.090800|46.652| 0|          |
 0.407300|46.053| 0|          |45.087
 3.342600|46.766| 0|          |
 0.481700|45.444| 0|          |44.477
 1.338100|45.940| 0|          |
 0.783700|45.932| 0|          |45.024
 1.868200|46.697| 0|          |
 1.319500|46.264| 1| 6.201e+01|
 1.599200|46.270| 0|          |
 0.563900|46.352| 0|          |45.385
 0.395700|45.568| 0|          |44.602
 1.008500|46.080| 0|          |
 1.811700|46.321| 0|          |
 0.770700|45.899| 0|          |44.949
 0.460900|45.450| 0|          |44.483
 2.073100|46.813| 0|          |
 1.065300|46.097| 0|          |
 0.162300|45.293| 0|          |44.327
 2.135700|45.992| 0|          |
 1.908700|46.078| 0|          |
 1.463200|46.047| 0|          |
 2.022100|46.095| 0|          |
 0.464200|45.578| 0|          |44.612
 1.441600|46.269| 0|          |
 1.745100|46.553| 0|          |
 1.156500|45.952| 1| 6.299e-01|
 1.279400|46.215| 0|          |
 1.762300|46.145| 0|          |
 0.558900|45.695| 1| 2.791e+00|44.728
 1.746800|46.630| 0|          |
 1.685600|46.666| 0|          |
 1.554800|46.669| 1| 4.329e+00|
 1.776900|45.838| 0|          |
 1.188100|45.937| 0|          |
 2.697800|46.872| 1| 8.037e+00|
 0.877900|46.140| 0|          |45.314
 0.385400|45.362| 0|          |44.395
 1.328600|46.275| 0|          |
 1.514000|45.461| 0|          |
 2.554500|46.935| 0|          |
 0.643500|45.629| 0|          |44.662
 1.706200|47.075| 0|          |
 0.315000|45.167| 0|          |44.201
 1.234800|46.340| 0|          |
 1.547300|45.775| 0|          |
 1.521900|46.432| 0|          |
 1.694700|46.668| 0|          |
 0.844600|45.887| 0|          |45.023
 2.042600|45.502| 0|          |
 1.408100|46.401| 0|          |
 1.847700|46.433| 0|          |
 1.890100|46.489| 0|          |
 1.300400|46.306| 0|          |
 1.514200|45.824| 0|          |
 1.360600|46.289| 0|          |
 3.615900|47.054| 0|          |
 1.488600|46.348| 0|          |
 1.876100|46.647| 0|          |
 2.320500|46.698| 0|          |
 1.847800|47.607| 1| 1.433e+01|
 0.916000|46.161| 0|          |
 0.928000|45.949| 0|          |
 0.544700|45.987| 1| 2.314e+00|45.020
 0.706400|46.025| 0|          |44.962
 2.705600|46.801| 0|          |
 2.602400|46.598| 1| 8.368e+01|
 1.481000|46.251| 0|          |
 2.395500|46.861| 0|          |
 0.143200|45.164| 0|          |44.197
 2.217700|47.017| 0|          |
 2.040800|46.659| 0|          |
 1.155200|45.712| 0|          |
 1.704800|46.789| 0|          |
 2.115400|46.820| 0|          |
 0.871900|45.803| 0|          |45.037
 0.377600|44.938| 0|          |43.972
 0.632400|45.664| 0|          |44.697
 1.741400|46.939| 0|          |
 0.985700|46.531| 0|          |
 2.328500|46.947| 0|          |
 2.067000|46.618| 0|          |
 0.469100|46.002| 1| 1.273e+00|45.036
 1.088900|46.247| 1| 3.420e+00|
 1.042800|45.942| 0|          |
 1.216200|46.156| 0|          |
 1.738900|46.213| 2| 1.046e+02|
 1.280000|45.977| 0|          |
 1.668800|45.908| 0|          |
 1.680500|45.748| 0|          |
 1.973300|46.347| 0|          |
 1.376800|46.643| 2| 9.128e+00|
 1.789200|46.555| 0|          |
 1.231800|45.931| 0|          |
 1.994200|46.668| 1| 6.326e+01|
 1.876600|46.849| 0|          |
 2.135900|46.568| 0|          |
 0.466500|45.729| 0|          |44.763
 1.329700|46.909| 0|          |
 1.293600|45.858| 1| 1.620e+00|
 0.398300|45.711| 0|          |44.745
 1.204000|46.633| 0|          |
 1.202600|45.029| 0|          |
 3.042200|46.968| 0|          |
 1.816600|46.218| 0|          |
 0.471000|45.261| 0|          |44.294
 1.092200|46.372| 0|          |
 1.475800|45.921| 0|          |
 1.356100|46.149| 0|          |
 3.013800|46.281| 0|          |
 3.352300|46.844| 0|          |
 1.628800|46.593| 0|          |
 1.868500|46.287| 0|          |
 1.116200|45.947| 1| 3.892e+01|
 0.352500|45.428| 0|          |44.461
 2.135100|46.364| 0|          |
 1.419200|46.351| 1| 3.540e+01|
 1.595700|46.520| 0|          |
 1.796400|46.191| 2| 1.004e+01|
 2.095700|46.987| 0|          |
 0.679500|45.183| 0|          |44.216
 1.744800|46.647| 0|          |
 1.102000|45.725| 0|          |
 1.066500|46.169| 0|          |
 1.274500|45.921| 0|          |
 1.531900|46.435| 0|          |
 2.252700|47.020| 0|          |
 3.832400|46.990| 0|          |
 1.188400|46.090| 1| 7.437e-01|
 0.716400|45.264| 0|          |44.360
 0.987600|46.163| 0|          |
 1.180200|46.216| 0|          |
 1.783100|46.856| 0|          |
 0.168500|45.047| 0|          |44.081
 0.705200|46.170| 0|          |45.286
 2.009200|46.605| 0|          |
 2.016900|46.805| 0|          |
 1.753500|46.527| 0|          |
 0.864000|46.032| 0|          |45.134
 1.274400|46.190| 0|          |
 1.431000|46.485| 0|          |
 1.550200|45.913| 1| 4.965e+01|
 2.290800|45.856| 0|          |
 1.261100|46.475| 0|          |
 2.063600|46.645| 0|          |
 1.531400|46.602| 0|          |
 1.852600|46.565| 0|          |
 1.756300|46.477| 0|          |
 2.586100|46.512| 0|          |
 2.329400|46.891| 0|          |
 0.528700|45.461| 0|          |44.494
 2.509500|46.498| 0|          |
 1.506700|46.230| 0|          |
 1.868400|46.314| 0|          |
 0.880800|45.656| 0|          |
 2.921900|46.264| 0|          |
 1.324600|46.764| 0|          |
 1.240600|46.710| 0|          |
 3.096100|46.947| 0|          |
 2.579700|47.305| 0|          |
 1.480300|46.416| 1| 5.706e+01|
 0.616700|45.892| 1| 2.891e+00|44.925
 1.916500|46.181| 0|          |
 0.513900|45.429| 0|          |44.463
 1.231200|45.716| 0|          |
 1.172200|45.609| 0|          |
 2.204200|46.296| 0|          |
 1.663800|45.908| 0|          |
 0.869500|46.212| 0|          |45.365
 1.627400|46.045| 0|          |
 1.585900|46.233| 0|          |
 1.496800|46.910| 0|          |
 1.823000|46.090| 0|          |
 1.730300|46.025| 0|          |
 2.107500|46.957| 0|          |
 1.234600|46.330| 0|          |
 0.682100|45.765| 0|          |44.798
 3.059200|46.433| 0|          |
 2.327100|46.972| 0|          |
 1.261700|46.786| 0|          |
 0.766100|45.779| 0|          |44.726
 3.524800|46.666| 0|          |
 1.483500|46.686| 0|          |
 1.965300|46.509| 0|          |
 0.747000|46.099| 0|          |45.142
 2.079200|46.675| 0|          |
 0.320400|45.658| 0|          |44.692
 3.147900|47.046| 0|          |
 1.614900|45.661| 0|          |
 1.233500|46.349| 0|          |
 2.066500|46.884| 0|          |
 0.742400|45.322| 0|          |44.342
 3.017400|46.731| 0|          |
 1.559900|46.616| 0|          |
 2.175300|47.184| 2| 2.103e+01|
 1.694500|46.727| 0|          |
 0.881100|45.899| 0|          |45.081
 1.289500|45.810| 0|          |
 1.696500|46.027| 0|          |
 2.219600|46.999| 0|          |
 0.741500|46.152| 1| 1.329e+00|45.251
 1.218200|45.587| 0|          |
 0.554500|45.391| 1| 2.270e+02|44.425
 1.171800|45.591| 0|          |
 0.607300|45.746| 0|          |44.780
 0.891200|45.135| 0|          |
 1.975600|46.814| 0|          |
 3.096500|46.633| 0|          |
 1.393800|45.292| 0|          |
 1.014500|45.097| 0|          |
 1.891900|45.665| 0|          |
 1.149300|46.194| 0|          |
 3.639100|47.016| 2| 6.331e+01|
 0.782200|45.955| 0|          |44.999
 2.144800|46.875| 0|          |
 0.698400|45.902| 0|          |44.935
 2.895500|46.560| 0|          |
 1.176800|46.452| 0|          |
 1.804900|46.604| 0|          |
 1.607900|46.014| 0|          |
 1.055900|45.656| 0|          |
 0.750100|44.870| 0|          |43.818
 2.497800|46.738| 0|          |
 1.438100|46.019| 0|          |
 1.969900|46.734| 0|          |
 2.397200|46.100| 0|          |
 0.512200|45.446| 0|          |44.479
 0.705400|45.277| 0|          |44.345
 1.861100|46.572| 0|          |
 0.897700|46.208| 0|          |
 1.031200|45.127| 0|          |
 1.805600|46.538| 0|          |
 3.317400|46.970| 0|          |
 0.523000|45.296| 0|          |44.329
 2.690000|46.008| 0|          |
 1.592600|46.117| 0|          |
 0.905400|45.912| 2| 6.552e+02|
 2.177500|46.222| 0|          |
 2.062400|46.792| 0|          |
 3.234800|46.747| 0|          |
 0.476500|45.312| 0|          |44.346
 1.709600|45.982| 0|          |
 1.181000|45.424| 0|          |
 1.151400|45.228| 0|          |
 2.860100|46.554| 0|          |
 1.626400|46.418| 0|          |
 1.358800|46.265| 0|          |
 2.021000|46.842| 0|          |
 0.418700|45.668| 2| 5.443e+02|44.701
 1.484200|47.029| 0|          |
 1.659800|46.555| 0|          |
 1.668100|46.238| 0|          |
 1.547400|45.995| 0|          |
 1.644300|45.528| 0|          |
 0.670400|46.105| 0|          |45.138
 2.681100|46.982| 0|          |
 1.681200|47.206| 0|          |
 3.505300|46.994| 0|          |
 1.664400|46.295| 0|          |
 1.490000|46.277| 0|          |
 1.321200|46.356| 0|          |
 2.268800|46.780| 0|          |
 1.119800|45.889| 0|          |
 0.372600|45.262| 0|          |44.295
 4.313900|47.176| 0|          |
 0.339000|45.436| 0|          |44.469
 1.635800|45.538| 0|          |
 1.953300|46.677| 0|          |
 1.145400|46.310| 0|          |
 1.901800|46.439| 0|          |
 1.735700|46.508| 0|          |
 2.968700|47.147| 0|          |
 1.204200|46.585| 2| 7.742e+01|
 1.058100|46.333| 0|          |
 1.760700|46.195| 0|          |
 1.421400|46.624| 0|          |
 1.620900|46.481| 0|          |
 1.728300|46.384| 0|          |
 0.388800|45.450| 0|          |44.483
 2.187600|46.325| 0|          |
 1.630100|46.618| 0|          |
 2.057900|46.113| 0|          |
 1.235000|45.867| 0|          |
 1.663100|46.021| 0|          |
 3.167900|46.587| 0|          |
 2.126600|46.120| 0|          |
 1.814700|46.278| 0|          |
 1.986600|46.623| 1| 1.281e+01|
 1.957600|46.556| 0|          |
 1.118300|46.211| 0|          |
 1.040000|45.447| 0|          |
 2.161900|46.217| 0|          |
 0.640900|46.044| 0|          |45.078
 0.866500|44.772| 0|          |
 1.240400|46.511| 0|          |
 1.287500|45.909| 1| 1.590e+00|
 0.878900|46.263| 0|          |45.262
 1.351500|47.257| 1| 4.429e+01|
 0.226400|45.491| 1| 1.315e+00|44.524
 0.979900|45.637| 0|          |
 1.919900|46.350| 0|          |
 1.303900|46.517| 0|          |
 1.212400|46.225| 0|          |
 1.341900|46.668| 0|          |
 1.506900|46.002| 1| 3.166e+00|
 0.900800|46.100| 0|          |
 1.182800|46.346| 0|          |
 0.887100|46.051| 0|          |45.228
 0.905700|46.395| 0|          |
 1.601800|45.662| 0|          |
 0.593500|45.636| 1| 1.357e+01|44.669
 3.087800|46.290| 0|          |
 0.507500|45.419| 0|          |44.452
 2.115300|46.845| 0|          |
 1.228600|46.184| 0|          |
 0.638400|45.494| 1| 9.017e-01|44.527
 1.683500|46.674| 0|          |
 1.604600|45.991| 0|          |
 1.111700|45.988| 1| 1.393e+01|
 1.387500|46.346| 0|          |
 3.214300|47.128| 0|          |
 1.411000|45.997| 0|          |
 2.938000|46.571| 0|          |
 1.355300|46.502| 0|          |
 3.800200|47.518| 0|          |
 1.425700|46.479| 0|          |
 1.772200|45.947| 0|          |
 1.645100|46.049| 1| 1.308e+00|
 1.956300|46.206| 0|          |
 1.439300|46.590| 0|          |
 0.864400|44.834| 0|          |44.579
 2.370200|46.186| 0|          |
 2.121700|46.603| 0|          |
 0.360000|45.239| 0|          |44.273
 5.025000|      | 0|          |
 0.638700|45.655| 0|          |44.689
 2.189400|45.735| 0|          |
 1.338300|46.402| 0|          |
 2.214200|46.019| 0|          |
 1.617000|45.905| 0|          |
 1.700200|46.140| 0|          |
 1.120000|46.081| 0|          |
 1.443700|46.356| 0|          |
 1.909200|46.490| 0|          |
 3.583200|47.106|-1|          |
 1.194800|45.712| 0|          |
 1.010300|46.264| 0|          |
 1.743800|45.749| 0|          |
 1.010300|46.340| 0|          |
 0.214700|44.995| 0|          |44.029
 1.537400|47.056| 0|          |
 1.493500|46.416| 0|          |
 2.567300|46.569| 0|          |
 1.352500|46.449| 0|          |
 1.108700|46.000| 0|          |
 2.384300|46.890| 0|          |
 1.712900|45.927| 0|          |
 1.594700|46.644| 0|          |
 1.873000|46.716| 0|          |
 2.650100|46.559| 0|          |
 0.863000|46.359| 0|          |45.396
 3.305900|46.717| 0|          |
 1.346700|46.729| 2| 8.470e+01|
 0.505600|46.017| 0|          |45.050
 3.212300|46.708| 0|          |
 0.432200|45.492| 0|          |44.526
 1.404000|45.919| 0|          |
 1.339000|46.509| 0|          |
 0.194800|45.195| 0|          |44.228
 1.795400|46.517| 0|          |
 1.829900|46.590| 0|          |
 1.929500|46.296| 0|          |
 1.128700|45.887| 0|          |
 0.481600|45.502| 0|          |44.536
 0.519500|45.880| 0|          |44.913
 0.888000|46.369| 0|          |45.389
 0.498600|45.634|-1|          |44.668
 2.111100|46.463| 0|          |
 0.546200|45.439| 0|          |44.472
 1.438100|46.262| 2| 3.436e+01|
 1.557100|45.982| 0|          |
 1.521600|46.370| 0|          |
 1.568000|46.803| 0|          |
 0.350100|45.229| 0|          |44.262
 1.720500|46.053| 0|          |
 2.083000|46.877| 0|          |
 2.175300|46.856| 0|          |
 3.017300|47.020| 0|          |
 0.853700|45.921| 0|          |44.944
 1.098900|46.170| 0|          |
 2.434500|46.495| 0|          |
 2.314800|47.104| 0|          |
 2.150700|46.411| 0|          |
 0.746300|47.023| 0|          |45.634
 2.151400|46.793| 0|          |
 1.595400|46.017| 0|          |
 2.883400|46.651| 0|          |
 0.998500|45.550| 0|          |
 2.803400|47.040| 0|          |
 1.535000|46.552| 0|          |
 1.021000|45.647| 0|          |
 1.740400|46.316| 0|          |
 0.972800|46.264| 0|          |
 2.244300|46.669| 0|          |
 2.680000|47.193| 0|          |
 0.608800|45.669| 0|          |44.703
 1.831800|46.760| 0|          |
 1.728200|46.132| 0|          |
 1.304200|45.907| 0|          |
 0.390200|45.258| 0|          |44.291
 1.632900|45.585| 0|          |
 1.623900|46.305| 1| 1.513e+00|
 1.335800|46.318| 0|          |
 0.643500|45.801| 0|          |44.835
 2.044400|46.557| 0|          |
 0.662300|45.813| 0|          |44.846
 0.590300|46.038| 0|          |45.071
 2.023200|45.840| 0|          |
 1.677800|46.371| 0|          |
 2.277500|46.832| 2| 2.356e+01|
 0.742100|45.745| 0|          |44.965
 1.840700|47.058| 0|          |
 1.892800|46.245| 0|          |
 0.926800|45.973| 0|          |
 1.676700|45.825| 1| 9.419e-01|
 1.683300|45.976| 0|          |
 0.743900|45.482| 0|          |44.551
 1.612700|46.445| 0|          |
 1.765900|45.441| 0|          |
 2.030100|46.840| 0|          |
 1.919300|46.668| 0|          |
 1.137700|44.506| 0|          |
 1.524700|45.971| 0|          |
 1.957000|45.613| 0|          |
 1.770000|46.307| 0|          |
 2.562200|46.548| 0|          |
 2.458300|46.938| 0|          |
 1.568900|46.421| 2| 7.546e+01|
 2.183100|45.910| 0|          |
 0.950600|46.163| 0|          |
 1.796100|46.389| 0|          |
 2.167400|47.437| 0|          |
 3.965300|47.364| 0|          |
 0.942500|45.579| 0|          |
 1.877800|45.867| 0|          |
 2.496800|46.546| 0|          |
 1.755100|45.501| 0|          |
 1.774700|44.936| 0|          |
 1.173800|45.861| 0|          |
 0.924000|45.932| 0|          |
 0.449700|45.374| 0|          |44.407
 2.054100|46.552| 0|          |
 1.949100|46.447| 0|          |
 2.273400|46.722| 0|          |
 1.511400|45.720| 0|          |
 1.894500|46.385| 0|          |
 1.397800|46.451| 0|          |
 3.531700|46.805| 0|          |
 1.885500|45.752| 0|          |
 1.514900|46.533| 0|          |
 1.104900|46.204| 0|          |
 1.413300|46.230| 0|          |
 1.248900|46.426| 0|          |
 1.469100|46.449| 0|          |
 1.834200|46.089| 0|          |
 1.921900|45.526| 0|          |
 0.504300|45.409| 0|          |44.442
 2.105000|46.241| 0|          |
 0.598800|45.732| 0|          |44.765
 1.413100|47.274| 2| 4.136e+02|
 1.785300|46.101| 0|          |
 1.311600|46.375| 0|          |
 1.775600|46.285| 0|          |
 1.287900|46.155| 1| 1.003e+01|
 1.584500|46.460| 0|          |
 3.235100|46.793| 0|          |
 3.247600|47.169| 0|          |
 0.609500|45.707| 0|          |44.740
 1.857800|46.190| 0|          |
 3.176400|46.871| 0|          |
 2.045200|46.472| 0|          |
 1.815700|46.508| 0|          |
 1.188000|45.428| 0|          |
 0.811700|46.056| 0|          |45.007
 1.738900|46.069| 1| 2.255e+00|
 3.138100|47.385| 0|          |
 0.807300|45.415| 0|          |44.746
 2.613400|46.599| 0|          |
 1.907800|45.791| 1| 5.112e+01|
 0.519500|45.756| 0|          |44.789
 1.647700|46.606| 0|          |
 0.715400|44.923| 0|          |44.360
 0.780700|45.598| 0|          |44.573
 1.517600|46.992| 0|          |
 0.398600|45.321| 0|          |44.355
 1.050100|46.350| 0|          |
 0.761500|46.061| 0|          |45.099
 2.112800|46.400| 0|          |
 1.840800|47.228| 0|          |
 1.602000|46.039| 0|          |
 1.607500|46.469| 0|          |
 1.755200|47.809| 0|          |
 1.569900|45.865| 0|          |
 0.625200|45.610| 1| 4.551e+00|44.643
 1.430400|45.471| 0|          |
 1.823700|45.880| 0|          |
 2.144000|46.000| 0|          |
 1.815500|46.802| 0|          |
 1.947000|46.714| 0|          |
 1.354800|45.873| 0|          |
 1.413400|45.973| 0|          |
 1.445000|46.486| 0|          |
 0.371200|45.261| 0|          |44.294
 1.684700|46.545| 0|          |
 0.875800|45.986| 0|          |45.150
 1.257200|46.093| 0|          |
 1.377000|46.358| 0|          |
 1.298200|46.361| 0|          |
 1.362100|46.990| 0|          |
 1.986000|45.865| 0|          |
 0.592600|45.729| 1| 9.824e-01|44.763
 2.001700|46.547| 0|          |
 0.569900|45.885| 1| 2.036e+00|44.918
 1.843900|46.233| 0|          |
 0.876300|46.035| 0|          |45.146
 2.115800|46.601| 0|          |
 1.465500|45.390| 0|          |
 1.245000|45.949| 0|          |
 1.767700|46.530| 0|          |
 0.559400|45.824| 0|          |44.857
 1.611800|46.364|-1|          |
 0.349700|45.251| 0|          |44.285
 1.563000|46.592| 0|          |
 0.773300|45.559| 0|          |44.624
 1.168600|45.766| 0|          |
 0.856300|45.908| 0|          |45.055
 1.658400|46.689| 0|          |
 1.449400|45.991| 2| 1.432e+02|
 0.626000|46.206| 0|          |45.239
 2.524000|46.631| 0|          |
 1.897100|46.269| 0|          |
